variant,source,e_explicit,m_explicit,f_explicit,e_could_be,m_could_be,f_could_be,e_score,m_score,f_score,e_max,m_max,f_max,d_min,d_max,zone,uncertain,question_tags,ins_number,compound_name,nutrient_class,dairy_product_subtype,milling_grade,oil_fraction,protein_fraction,sugar_form,language_tag,f_revised,variant_signal_class
coffee extract,coffee,solvent extraction,extract/oleoresin,flavouring agent,,essential oil,taste profile / spice,0.82,0.86,0.675,0.82,0.9,0.675,0.774,0.786,3,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
chickpea flour,chickpea,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form, form_signal"
split chickpea,chickpea,,split,base ingredient,,,,0.0,0.0,0.12,0.0,0.0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form, grade_signal"
black cardamom,cardamom,drying,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
brown cardamom,cardamom,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
large cardamom,cardamom,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
cooking butter,milk,churning,fat fraction,lipid base,,,flavouring agent,0.45,0.72,0.22,0.45,0.72,0.675,0.439,0.621,2,False,False,,,,,,,,,,lipid base,form_signal
cereal extract,wheat | rice | corn,solvent extraction,extract/oleoresin,base ingredient,,,,0.82,0.86,0.12,0.82,0.86,0.12,0.552,0.552,2,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, multi_source"
cottage cheese,milk,,dense block,base ingredient,fermentation,,,0.0,0.38,0.12,0.56,0.38,0.12,0.162,0.33,1,True,False,,,,soft_cheese,,,,,,processed_ingredient,"form_signal, grade_signal"
cheddar cheese,milk,,dense block,base ingredient,fermentation,,,0.0,0.38,0.12,0.56,0.38,0.12,0.162,0.33,1,True,False,,,,hard_cheese,,,,,,processed_ingredient,form_signal
paneer protein,milk,,protein concentrate,base ingredient,,,,0.0,0.74,0.12,0.0,0.74,0.12,0.27,0.27,1,False,False,,,,,,,casein,,,processed_ingredient,"transliteration_signal, form_signal"
dry red chilli,chilli,drying,whole/fresh pieces,taste profile / spice,,cut/sliced pieces|powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, process_signal, grade_signal"
green chillies,chilli,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, grade_signal"
chilli extract,chilli,solvent extraction,extract/oleoresin,taste profile / spice,,,flavouring agent,0.82,0.86,0.18,0.82,0.86,0.675,0.576,0.774,2,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
cinnamon whole,cinnamon,drying,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
pasta di cacao,cocoa,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,linguistic_signal
coconut powder,coconut,drying,powder,base ingredient,,,,0.42,0.42,0.12,0.42,0.42,0.12,0.3,0.3,2,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal"
grated coconut,coconut,,cut/sliced pieces,base ingredient,,,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, process_signal"
condensed milk,milk,,concentrate,base ingredient,concentration,,,0.0,0.4,0.12,0.48,0.4,0.12,0.168,0.312,1,True,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal, process_signal"
cottonseed oil,cottonseed,,oil,lipid base,cold pressing|solvent extraction|refining,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
cranberry pulp,cranberry,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
cucumber seeds,cucumber,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, grade_signal"
yoghurt powder,milk,fermentation|drying,powder,base ingredient,,,,0.56,0.42,0.12,0.56,0.42,0.12,0.342,0.342,2,False,False,,,,,,,,,,processed_ingredient,"orthographic_noise, redundant_variant, form_signal"
dairy whitener,milk,,powder,base ingredient,,,,0.0,0.42,0.12,0.0,0.42,0.12,0.174,0.174,1,False,False,,,,,,,,,,processed_ingredient,"form_signal, grade_signal"
flour improver,synthetic,,,flour treatment agent,,,,0.0,0.0,0.93,0.0,0.0,0.93,0.372,0.372,2,False,False,,,,,,,,,,flour treatment agent,form_signal
green cardamom,cardamom,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
cardamom whole,cardamom,drying,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
small cardamom,cardamom,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
moon dal flour,green gram,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,form_signal
lentil protein,lentil,,protein concentrate,base ingredient,,protein isolate,,0.0,0.74,0.12,0.0,0.78,0.12,0.27,0.282,1,False,False,,,,,,,plant_protein,,,processed_ingredient,"canonical_form, form_signal"
moth dal flour,moth bean,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
mustard leaves,mustard,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
organic nutmeg,nutmeg,,,taste profile / spice,,whole/fresh pieces|powder,flavouring agent,0.0,0.0,0.18,0.0,0.42,0.675,0.072,0.396,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, process_signal"
parsley leaves,parsley,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
sherwan pepper,pepper,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
split red gram,pigeon pea,,cut/sliced pieces,base ingredient,,,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,grade_signal
red gram split,pigeon pea,,cut/sliced pieces,base ingredient,,,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, grade_signal"
redgram splits,pigeon pea,,cut/sliced pieces,base ingredient,,,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,orthographic_noise
pineapple pulp,pineapple,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
wheat semolina,wheat,milling,coarse grits,base ingredient,,,,0.28,0.3,0.12,0.28,0.3,0.12,0.222,0.222,1,False,False,,,,,semolina,,,,,raw_agricultural_material,"canonical_form, form_signal"
spinach powder,spinach,drying,powder,base ingredient,,,colour,0.42,0.42,0.12,0.42,0.42,0.8,0.3,0.572,2,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal"
tapioca starch,tapioca,,starch flour,base ingredient,,,thickener,0.0,0.6,0.12,0.0,0.6,0.615,0.228,0.426,1,True,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal"
vanila extract,vanilla,solvent extraction,extract/oleoresin,flavouring agent,,,taste profile / spice,0.82,0.86,0.675,0.82,0.86,0.675,0.774,0.774,3,False,False,,,,,,,,,,flavouring agent,"orthographic_noise, form_signal"
vanilleschoten,vanilla,,whole/fresh pieces,taste profile / spice,drying,,flavouring agent,0.0,0.05,0.18,0.42,0.05,0.675,0.087,0.411,1,True,False,,,,,,,,,,taste profile / spice,"linguistic_signal, canonical_form"
filtered water,water,,juice,base ingredient,filtration,,,0.0,0.5,0.12,0.0,0.5,0.12,0.198,0.198,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, process_signal"
resultant atta,wheat,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,whole,,,,,raw_agricultural_material,"transliteration_signal, process_signal"
basa pangasius,fish,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,grade_signal
bovine gelatin,beef,?hydrolysis,protein isolate,gelling agent,,,thickener|stabiliser,0.6,0.78,0.675,0.6,0.78,0.675,0.684,0.684,2,False,True,,,,,,,,,,gelling agent,"form_signal, grade_signal"
dried bok choy,bok choy,drying,cut/sliced pieces,base ingredient,,whole/fresh pieces,,0.42,0.1,0.12,0.42,0.1,0.12,0.204,0.204,1,False,False,,,,,,,,,,raw_agricultural_material,process_signal
hadjod extract,hadjod,solvent extraction,extract/oleoresin,base ingredient,,,,0.82,0.86,0.12,0.82,0.86,0.12,0.552,0.552,2,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
jackfruit pulp,jackfruit,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
yellow pumpkin,pumpkin,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
macaroni pasta,wheat,milling,,base ingredient,?extrusion,,,0.28,0.0,0.12,0.6,0.0,0.12,0.132,0.228,1,False,True,,,,,,,,,,raw_agricultural_material,"out_of_scope, linguistic_signal"
walnut inshell,walnut,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
water caltrope,water caltrop,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
yoghurt powder,milk,fermentation,powder,base ingredient,drying,,,0.56,0.42,0.12,0.56,0.42,0.12,0.342,0.342,2,False,False,,,,,,,,,,processed_ingredient,"orthographic_noise, redundant_variant, form_signal"
palm kernel oil,palm,,oil,lipid base,cold pressing|solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,kernel,,,,lipid base,"canonical_form, form_signal, grade_signal"
palm kernel fat,palm,,fat fraction,lipid base,cold pressing|solvent extraction,,,0.0,0.72,0.22,0.82,0.72,0.22,0.304,0.55,2,False,False,,,,,,kernel,,,,lipid base,"canonical_form, form_signal, grade_signal"
palm superolein,palm,fractionation,oil,lipid base,cold pressing|solvent extraction|refining,,,0.76,0.7,0.22,0.82,0.7,0.22,0.526,0.544,2,False,False,,,,,,,,,,lipid base,canonical_form
sodium chloride,mineral,,crystalline chemical,base ingredient,,,,0.0,0.98,0.12,0.0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
modified starch,corn | tapioca | potato,acetylation,modified starch powder,thickener,,starch flour,stabiliser,0.94,0.96,0.615,0.94,0.96,0.65,0.816,0.83,3,False,False,,,,,,,,,,thickener,"form_signal, process_signal, multi_source"
hazelnut pieces,hazelnut,,cut/sliced pieces,base ingredient,,whole/fresh pieces,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
vollmilchpulver,milk,drying,powder,base ingredient,,,,0.42,0.42,0.12,0.42,0.42,0.12,0.3,0.3,2,False,False,,,,,,,,,,processed_ingredient,canonical_form
full cream milk,milk,,,base ingredient,pasteurization,,,0.0,0.0,0.12,0.48,0.0,0.12,0.048,0.192,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, grade_signal"
mint flavouring,mint,solvent extraction,extract/oleoresin,flavouring agent,,essential oil,taste profile / spice,0.82,0.86,0.675,0.82,0.9,0.675,0.774,0.786,3,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
sweetener 960 a,stevia,solvent extraction,powder,sweetener,,extract/oleoresin,,0.82,0.42,0.625,0.82,0.86,0.625,0.622,0.754,2,True,False,,,,,,,,,,sweetener,compound_noise
strawberry pulp,strawberry,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
sprinkled sugar,sugarcane,,crystalline chemical,sweetener,refining|?granulation,granules,,0.0,0.98,0.625,0.75,0.98,0.625,0.544,0.769,2,True,True,,,,,,,,refined_sucrose,,sweetener,form_signal
sugarcane juice,sugarcane,,juice,sweetener,,,base ingredient,0.0,0.5,0.625,0.0,0.5,0.625,0.4,0.4,2,False,False,,,,,,,,refined_sucrose,,sweetener,"canonical_form, form_signal"
fructose powder,sugarcane | corn,,powder,sweetener,refining,crystalline chemical,,0.0,0.42,0.625,0.75,0.98,0.625,0.376,0.769,2,True,False,,,,,,,,,,sweetener,"form_signal, multi_source"
roasted almonds,almond,roasting,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.58,0.05,0.12,0.58,0.1,0.12,0.237,0.252,1,False,False,,,,,,,,,,raw_agricultural_material,process_signal
fenugreek seeds,fenugreek,,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.0,0.05,0.18,0.0,0.42,0.675,0.087,0.396,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
coriander seeds,coriander,,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.0,0.05,0.18,0.0,0.42,0.675,0.087,0.396,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form, form_signal, grade_signal"
coriander whole,coriander,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.42,0.1,0.675,0.087,0.426,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
coriander puree,coriander,,pulp/puree,taste profile / spice,,,flavouring agent,0.0,0.25,0.18,0.0,0.25,0.675,0.147,0.345,1,True,False,,,,,,,,,,taste profile / spice,"linguistic_signal, canonical_form, form_signal"
turmeric powder,turmeric,drying,powder,taste profile / spice,milling,flour/fine powder,flavouring agent|colour,0.42,0.42,0.18,0.42,0.42,0.8,0.324,0.572,2,False,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form, form_signal"
turmeris powder,turmeric,drying,powder,taste profile / spice,milling,flour/fine powder,flavouring agent|colour,0.42,0.42,0.18,0.42,0.42,0.8,0.324,0.572,2,False,False,,,,,,,,,,taste profile / spice,"orthographic_noise, form_signal"
saffron threads,saffron,drying,whole/fresh pieces,taste profile / spice,,extract/oleoresin,flavouring agent|colour,0.42,0.05,0.18,0.42,0.86,0.8,0.213,0.704,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
dehydrated peas,peas,drying,whole/fresh pieces,base ingredient,,,,0.42,0.05,0.12,0.42,0.05,0.12,0.189,0.189,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, process_signal"
a2 cow milk fat,milk,churning|clarification,fat fraction,lipid base,,,,0.55,0.72,0.22,0.55,0.72,0.22,0.469,0.469,2,False,False,,,,,,,,,,lipid base,"canonical_form, form_signal, grade_signal"
aloe vera juice,aloe vera,,juice,humectant,,,,0.0,0.5,0.425,0.0,0.5,0.425,0.32,0.32,2,False,False,,,,,,,,,,humectant,form_signal
apricot kernels,apricot,,kernel,base ingredient,,whole/fresh pieces,,0.0,0.0,0.12,0.0,0.05,0.12,0.048,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
bengal gram dal,bengal gram,,,base ingredient,milling,,,0.0,0.0,0.12,0.28,0.0,0.12,0.048,0.132,1,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
chickpeas flour,chickpea,milling,flour/fine powder,base ingredient,,,thickener,0.28,0.33,0.12,0.28,0.33,0.615,0.231,0.429,1,True,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, form_signal"
assam black tea,tea plant,fermentation,,flavouring agent,drying,powder|whole/fresh pieces,taste profile / spice,0.56,0.0,0.675,0.56,0.42,0.675,0.438,0.564,2,False,False,,,,,,,,,,flavouring agent,grade_signal
kashmiri chilli,chilli,drying,whole/fresh pieces,taste profile / spice,,cut/sliced pieces|powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
red chilli bits,chilli,drying,cut/sliced pieces,taste profile / spice,cut/sliced pieces,,flavouring agent,0.42,0.1,0.18,0.42,0.1,0.675,0.228,0.426,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
cinnamon leaves,cinnamon,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
cinnamon powder,cinnamon,milling,powder,taste profile / spice,drying,,flavouring agent,0.28,0.42,0.18,0.42,0.42,0.675,0.282,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
improver enzyme,synthetic,,powder,flour treatment agent,,,enzyme,0.0,0.42,0.93,0.0,0.42,0.93,0.498,0.498,2,False,False,,,,,,,,,,flour treatment agent,form_signal
cardamom powder,cardamom,milling,powder,taste profile / spice,drying,,flavouring agent,0.28,0.42,0.18,0.42,0.42,0.675,0.282,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
split moong dal,mung bean,,cut/sliced pieces,base ingredient,splitting,,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"transliteration_signal, form_signal, grade_signal"
split mung bean,mung bean,,cut/sliced pieces,base ingredient,splitting,,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,grade_signal
moong dal flour,mung bean,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"transliteration_signal, form_signal"
hyaluronic acid,synthetic,fermentation,crystalline chemical,humectant,,powder,,0.56,0.98,0.425,0.56,0.98,0.425,0.632,0.632,2,False,False,,,,,,,,,,humectant,unclassified
carrier lactose,milk,,crystalline chemical,carrier,,powder,bulking agent,0.0,0.98,0.94,0.0,0.98,0.94,0.67,0.67,2,False,False,,,,,,,,,,carrier,form_signal
lime flavouring,lime,,extract/oleoresin,flavouring agent,,,taste profile / spice,0.0,0.86,0.675,0.0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
milk components,milk,fractionation,,base ingredient,,concentrate|powder,,0.76,0.0,0.12,0.76,0.42,0.12,0.276,0.402,1,True,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
milk flavouring,milk,,extract/oleoresin,flavouring agent,,,taste profile / spice,0.0,0.86,0.675,0.0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
micellar casein,milk,,protein isolate,base ingredient,,,,0.0,0.78,0.12,0.0,0.78,0.12,0.282,0.282,1,False,False,,,,,,,casein,,,processed_ingredient,form_signal
moringa extract,moringa,solvent extraction,extract/oleoresin,,,,,0.82,0.86,0.0,0.82,0.86,0.0,0.504,0.504,2,False,False,,,,,,,,,,health_supplement,"canonical_form, form_signal"
moth bean flour,moth bean,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
dew beans flour,dew bean,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
husked dew gram,dew bean,de-husking,,base ingredient,,whole/fresh pieces,,0.22,0.0,0.12,0.22,0.05,0.12,0.114,0.129,1,False,False,,,,,,,,,,raw_agricultural_material,grade_signal
oyster mushroom,mushroom,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
schezwan pepper,schezwan pepper,drying,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
pineapple juice,pineapple,,juice,flavouring agent,,pulp/puree,sweetener,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
anardana powder,pomegranate,drying|milling,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"transliteration_signal, form_signal"
red rice flakes,red rice,,flakes,base ingredient,,,,0.0,0.36,0.12,0.0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
rose flavouring,rose,solvent extraction,extract/oleoresin,flavouring agent,,essential oil,taste profile / spice,0.82,0.86,0.675,0.82,0.9,0.675,0.774,0.786,3,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
roasted seaweed,seaweed,roasting,whole/fresh pieces,taste profile / spice,drying,flakes,flavouring agent,0.58,0.05,0.18,0.58,0.36,0.675,0.261,0.552,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, process_signal"
stinging nettle,stinging nettle,,whole/fresh pieces,base ingredient,drying,cut/sliced pieces|powder,,0.0,0.05,0.12,0.42,0.42,0.12,0.063,0.3,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
sunflower seeds,sunflower,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, grade_signal"
tamarind powder,tamarind,drying|milling,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
triphala powder,amla | bibhitaki | haritaki,milling,powder,taste profile / spice,drying,,,0.28,0.42,0.18,0.42,0.42,0.18,0.282,0.324,1,True,False,,,,,,,,,,taste profile / spice,"form_signal, multi_source"
vanilla extract,vanilla,solvent extraction,extract/oleoresin,flavouring agent,,,taste profile / spice,0.82,0.86,0.675,0.82,0.86,0.675,0.774,0.774,3,False,False,,,,,,,,,,flavouring agent,"orthographic_noise, canonical_form, form_signal"
buckwheat flour,buckwheat,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
psyllium powder,psyllium,milling,powder,thickener,drying,,bulking agent,0.28,0.42,0.615,0.42,0.42,0.615,0.456,0.498,2,False,False,,,,,,,,,,thickener,"canonical_form, form_signal"
guduchi extract,guduchi,solvent extraction,extract/oleoresin,,,,,0.82,0.86,0.0,0.82,0.86,0.0,0.504,0.504,2,False,False,,,,,,,,,,health_supplement,"canonical_form, form_signal"
precooked pasta,wheat,?pre-cooking,dense block,base ingredient,,,,0.0,0.38,0.12,0.0,0.38,0.12,0.162,0.162,1,False,True,,,,,,,,,,processed_ingredient,linguistic_signal
salmon fish oil,salmon,,oil,lipid base,solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"canonical_form, form_signal, grade_signal"
refined palm oil,palm,refining,oil,lipid base,cold pressing|solvent extraction,,,0.75,0.7,0.22,0.82,0.7,0.22,0.523,0.544,2,False,False,,,,,,refined,,,,lipid base,"canonical_form, form_signal, process_signal"
fractionated fat,palm,fractionation,fat fraction,lipid base,,,,0.76,0.72,0.22,0.76,0.72,0.22,0.532,0.532,2,False,False,,,,,,fractionated,,,,lipid base,"form_signal, process_signal"
wet dates zahldi,date,,whole/fresh pieces,sweetener,,,base ingredient,0.0,0.05,0.625,0.0,0.05,0.625,0.265,0.265,1,False,False,,,,,,,,,,sweetener,grade_signal
nocciole turchia,hazelnut,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,linguistic_signal
magnesium malate,synthetic | apple,,crystalline chemical,acidity regulator,,,firming agent,0.0,0.98,0.86,0.0,0.98,0.86,0.638,0.638,2,False,False,,,mineral_nutrient,,,,,,,acidity regulator,"grade_signal, multi_source"
fine wheat flour,wheat,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, grade_signal"
wheat flour iron,wheat,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, fortification_signal"
dry mango powder,mango,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal"
mango flavouring,mango,extract/oleoresin,extract/oleoresin,flavouring agent,solvent extraction,,taste profile / spice,0.0,0.86,0.675,0.82,0.86,0.675,0.528,0.774,2,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
dried whole milk,milk,drying,powder,base ingredient,,,,0.42,0.42,0.12,0.42,0.42,0.12,0.3,0.3,2,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal, process_signal, grade_signal"
